"","Name","Location","Year","Kilometers_Driven","Owner_Type","Mileage","Engine","Power","Seats","Price","Fuel_TypeDiesel","Fuel_TypeElectric","Fuel_TypePetrol","TransmissionManual","Age"
"1745","Maruti Swift VXI","Mumbai",2016,23555,"First",220,1197,8180,5,5.1,0,0,1,1,8
"1746","Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance","Bangalore",2013,29000,"First",1421,2143,203,5,29,1,0,0,0,11
"1747","Maruti Wagon R VXI","Pune",2013,61000,"First",189,998,671,5,2.9,0,0,1,1,11
"1748","Tata Nano Lx BSIV","Kochi",2012,4187,"First",260,624,35,4,1.38,0,0,1,1,12
"1749","Skoda Laura 1.8 TSI Ambiente","Bangalore",2011,46000,"First",134,1798,1578,5,5.5,0,0,1,1,13
"1750","Volkswagen Polo GT TSI","Mumbai",2016,28000,"First",1721,1197,1035,5,7.25,0,0,1,0,8
"1751","Hyundai Verna 1.6 SX","Coimbatore",2014,83558,"First",2232,1582,12632,5,6.98,1,0,0,1,10
"1752","Tata Bolt Quadrajet XE","Hyderabad",2017,40000,"First",2295,1248,74,5,5.25,1,0,0,1,7
"1753","Hyundai EON D Lite Plus","Kolkata",2013,36000,"First",211,814,552,5,1.95,0,0,1,1,11
"1754","Audi A4 2.0 TDI 177 Bhp Premium Plus","Bangalore",2014,21000,"First",1711,1968,17433,5,24.5,1,0,0,0,10
"1755","Toyota Innova 2.5 GX (Diesel) 7 Seater","Kochi",2013,62162,"First",1299,2494,100,7,8.31,1,0,0,1,11
"1756","Mercedes-Benz M-Class ML 350 CDI","Hyderabad",2012,83000,"First",1174,2987,2548,5,36,1,0,0,0,12
"1757","Hyundai Xcent 1.1 CRDi S","Pune",2015,58000,"First",244,1120,71,5,5.5,1,0,0,1,9
"1758","Honda Accord 2.4 AT","Kochi",2011,62332,"First",117,2354,1776,5,5.89,0,0,1,0,13
"1759","Volkswagen Vento 1.5 TDI Highline","Kochi",2016,50867,"First",2034,1498,1032,5,7.95,1,0,0,1,8
"1760","Hyundai i20 Sportz Petrol","Mumbai",2010,73000,"First",170,1197,80,5,2.75,0,0,1,1,14
"1761","Hyundai Elantra CRDi SX","Jaipur",2012,98008,"First",227,1582,12624,5,6.25,1,0,0,1,12
"1762","Ford Figo Diesel Titanium","Hyderabad",2015,36000,"First",200,1399,6805,5,4.95,1,0,0,1,9
"1763","Hyundai i20 1.2 Magna Executive","Kochi",2019,27339,"First",186,1197,8183,5,6.27,0,0,1,1,5
"1764","Hyundai Verna 1.6 CRDi SX","Kolkata",2017,25000,"First",239,1582,1262,5,8.65,1,0,0,1,7
"1765","Hyundai Grand i10 Asta","Kolkata",2014,37000,"First",189,1197,82,5,3.5,0,0,1,1,10
"1766","Audi Q5 2.0 TDI","Hyderabad",2015,56000,"First",1416,1968,1743,5,35,1,0,0,0,9
"1767","Maruti Swift Dzire ZXi","Kolkata",2015,27000,"First",175,1298,858,5,4.45,0,0,1,1,9
"1768","Hyundai i20 Magna","Kolkata",2012,37000,"First",185,1197,80,5,2.65,0,0,1,1,12
"1769","Mahindra KUV 100 mFALCON D75 K4 Plus 5str","Kolkata",2017,10500,"First",2532,1198,77,5,4.7,1,0,0,1,7
"1770","Hyundai Elantra 1.6 SX Option AT","Ahmedabad",2014,49000,"First",1823,1582,1262,5,8.9,1,0,0,0,10
"1771","Jeep Compass 2.0 Limited Option Black","Mumbai",2017,7000,"First",171,1956,170,5,17.45,1,0,0,1,7
"1772","Maruti Vitara Brezza VDi Option","Coimbatore",2017,71256,"First",243,1248,885,5,9.58,1,0,0,1,7
"1773","Toyota Corolla Altis 1.8 GL","Kochi",2012,83184,"First",1428,1798,13803,5,6.22,0,0,1,1,12
"1774","Mahindra XUV500 W8 2WD","Kolkata",2013,87284,"First",151,2179,140,7,7.8,1,0,0,1,11
"1775","BMW X1 xDrive 20d xLine","Mumbai",2016,7000,"First",2068,1995,190,5,27.75,1,0,0,0,8
"1776","Hyundai i20 Magna 1.4 CRDi","Pune",2015,29000,"Second",2254,1396,8873,5,7,1,0,0,1,9
"1777","Mercedes-Benz GLE 350d","Coimbatore",2017,33552,"First",1157,2987,25479,5,64.87,1,0,0,0,7
"1778","Chevrolet Cruze LTZ","Bangalore",2013,64000,"Second",173,1998,1637,5,6.5,1,0,0,1,11
"1779","Hyundai i20 1.2 Magna","Jaipur",2011,82000,"Second",185,1197,80,5,2.7,0,0,1,1,13
"1780","Honda Brio S MT","Mumbai",2012,70000,"Second",194,1198,868,5,2.5,0,0,1,1,12
"1781","Nissan Evalia 2013 XL","Hyderabad",2013,166194,"First",193,1461,848,7,3.9,1,0,0,1,11
"1782","Volkswagen Polo Petrol Trendline 1.2L","Delhi",2015,58000,"First",1647,1198,739,5,3.95,0,0,1,1,9
"1783","Hyundai i10 Sportz 1.2","Chennai",2010,77000,"Second",2036,1197,789,5,2.1,0,0,1,1,14
"1784","Chevrolet Cruze LTZ AT","Pune",2009,73204,"Third",181,1991,1479,4,3.5,1,0,0,0,15
"1785","Hyundai i10 Era","Hyderabad",2007,70000,"Second",1981,1086,6805,5,2,0,0,1,1,17
"1786","Maruti Ertiga VDI","Delhi",2014,79870,"First",2077,1248,8876,7,5.35,1,0,0,1,10
"1787","Honda Amaze S i-Dtech","Delhi",2013,90000,"First",258,1498,986,5,3.8,1,0,0,1,11
"1788","Mercedes-Benz A Class A180 Sport","Mumbai",2016,17000,"First",155,1595,122,5,17.25,0,0,1,0,8
"1789","Hyundai Grand i10 1.2 Kappa Magna","Kochi",2018,46493,"First",189,1197,8186,5,5.53,0,0,1,1,6
"1790","Hyundai i10 Sportz 1.2","Pune",2009,68000,"Third",2036,1197,789,5,1.95,0,0,1,1,15
"1791","Maruti Swift DDiS ZDI Plus","Hyderabad",2017,2000,"First",284,1248,74,5,8.2,1,0,0,1,7
"1792","Honda City 1.3 EXI","Pune",1999,140000,"First",130,1343,90,5,0.9,0,0,1,1,25
"1793","Toyota Innova 2.5 GX (Diesel) 7 Seater","Pune",2013,255000,"Third",1299,2494,1006,7,6.5,1,0,0,1,11
"1794","Mini Cooper Countryman D High","Coimbatore",2014,45535,"First",238,1998,112,5,19.41,1,0,0,0,10
"1795","Fiat Linea T-Jet Active","Coimbatore",2016,39228,"First",157,1368,1124,5,6.58,0,0,1,1,8
"1796","Chevrolet Aveo 1.4 LT","Mumbai",2011,57000,"Second",1449,1399,927,5,2.1,0,0,1,1,13
"1797","Hyundai i10 Era 1.1","Chennai",2008,85445,"Second",1981,1086,6805,5,2,0,0,1,1,16
"1798","Hyundai Xcent 1.1 CRDi Base","Delhi",2015,54000,"First",244,1120,71,5,3.7,1,0,0,1,9
"1799","Maruti Celerio VXI AT","Mumbai",2014,53000,"First",231,998,6704,5,3.8,0,0,1,0,10
"1800","Hyundai i10 Sportz","Jaipur",2014,60000,"First",2036,1197,789,5,3.25,0,0,1,1,10
"1801","Renault Duster 85PS Diesel RxL","Coimbatore",2015,65668,"First",1987,1461,838,5,5.53,1,0,0,1,9
"1802","BMW 3 Series 320d","Ahmedabad",2011,100000,"Second",2269,1995,190,5,10.9,1,0,0,0,13
"1803","Hyundai Grand i10 Sportz","Kolkata",2018,1800,"First",189,1197,82,5,5.1,0,0,1,1,6
"1804","Chevrolet Spark 1.0 LS","Pune",2009,44200,"Second",180,995,62,5,1.6,0,0,1,1,15
"1805","Honda City i VTEC VX Option","Ahmedabad",2018,14000,"First",174,1497,1173,5,11.25,0,0,1,1,6
"1806","Volkswagen Vento Diesel Highline","Chennai",2013,720000,"First",2054,1598,1036,5,5.9,1,0,0,1,11
"1807","Toyota Fortuner 4x2 4 Speed AT","Delhi",2012,73000,"First",115,2982,169,7,14.4,1,0,0,0,12
"1808","Honda City 1.5 S MT","Delhi",2011,68000,"First",170,1497,118,5,3.6,0,0,1,1,13
"1809","BMW 5 Series 2013-2017 520d Luxury Line","Jaipur",2017,19543,"First",1812,1995,190,5,40.5,1,0,0,0,7
"1810","Audi Q5 30 TDI quattro Premium Plus","Bangalore",2014,38000,"Second",1416,1968,1743,5,38.95,1,0,0,0,10
"1811","Maruti Ritz LDi","Delhi",2014,32805,"First",232,1248,7394,5,3.6,1,0,0,1,10
"1812","Volkswagen Vento 1.5 TDI Highline AT","Kochi",2016,44782,"First",2121,1498,1032,5,7.12,1,0,0,0,8
"1813","Honda City i DTEC SV","Kochi",2016,55700,"First",260,1498,986,5,7.52,1,0,0,1,8
"1814","Audi A4 New 2.0 TDI Multitronic","Delhi",2012,60000,"Second",152,1968,1408,5,10.35,1,0,0,0,12
"1815","Skoda Rapid 1.6 MPI Elegance","Hyderabad",2014,56000,"First",150,1598,10352,5,7,0,0,1,1,10
"1816","Toyota Fortuner 3.0 Diesel","Delhi",2011,60000,"First",115,2982,171,7,10.85,1,0,0,1,13
"1817","Chevrolet Optra Magnum 2.0 LT BS3","Mumbai",2010,78563,"First",1652,1991,1237,5,2.35,1,0,0,1,14
"1818","Maruti Eeco 7 Seater Standard","Mumbai",2014,34669,"First",151,1196,73,7,2.9,0,0,1,1,10
"1819","Maruti Ciaz ZXi","Delhi",2017,17000,"First",2073,1373,911,5,7.65,0,0,1,1,7
"1820","Maruti Ciaz VDi Plus SHVS","Delhi",2016,66000,"First",2809,1248,885,5,6.4,1,0,0,1,8
"1821","Toyota Innova 2.5 LE 2014 Diesel 7 Seater","Pune",2014,102418,"First",1299,2494,1006,7,10.1,1,0,0,1,10
"1822","Maruti Swift Dzire VXI","Kolkata",2014,48800,"First",191,1197,858,5,4.25,0,0,1,1,10
"1823","Toyota Innova Crysta 2.8 GX AT","Kochi",2019,10601,"First",1136,2755,1715,7,19.65,1,0,0,0,5
"1824","Tata Indica V2 eLX","Pune",2017,8200,"First",250,1396,69,5,4.4,1,0,0,1,7
"1825","Hyundai i20 Magna","Jaipur",2012,100000,"First",185,1197,8285,5,3.25,0,0,1,1,12
"1826","Ford Fiesta 1.4 Duratorq ZXI","Pune",2012,78000,"First",178,1399,68,5,2.8,1,0,0,1,12
"1827","Chevrolet Enjoy 1.3 TCDi LS 8","Kolkata",2015,50000,"First",182,1248,7374,8,4.3,1,0,0,1,9
"1828","Ford Fiesta 1.4 Duratorq EXI","Chennai",2006,89327,"Third",178,1399,68,5,1.55,1,0,0,1,18
"1829","Honda CR-V 2.4 MT","Chennai",2007,98000,"Second",108,2354,152,5,4.7,0,0,1,1,17
"1830","Honda Jazz 1.2 VX i VTEC","Kochi",2017,24700,"First",187,1199,887,5,7.07,0,0,1,1,7
"1831","Mercedes-Benz GLS 350d Grand Edition","Delhi",2018,6000,"First",110,2987,258,7,79,1,0,0,0,6
"1832","Hyundai Grand i10 1.2 Kappa Sportz","Delhi",2018,9434,"First",189,1197,8186,5,5.75,0,0,1,1,6
"1833","Maruti Ritz VXi","Mumbai",2012,29000,"First",185,1197,8580,5,3.25,0,0,1,1,12
"1834","Volkswagen Ameo 1.5 TDI Highline AT","Coimbatore",2017,22440,"First",220,1498,108495,5,8.89,1,0,0,0,7
"1835","Honda City i VTEC SV","Mumbai",2015,73070,"First",174,1497,1173,5,5.9,0,0,1,1,9
"1836","Honda Jazz 1.2 S i VTEC","Kolkata",2016,21771,"First",187,1199,887,5,4.95,0,0,1,1,8
"1837","Maruti Swift Ldi BSIV","Delhi",2014,62000,"First",178,1248,75,5,3.75,1,0,0,1,10
"1838","Hyundai Creta 1.6 CRDi AT SX Plus","Kochi",2017,37024,"First",1701,1582,1262,5,10.97,1,0,0,0,7
"1839","Audi A7 2011-2015 3.0 TDI Quattro","Kochi",2014,60336,"Second",144,2967,2414,5,24.94,1,0,0,0,10
"1840","Hyundai EON D Lite Plus","Kolkata",2014,26008,"First",211,814,552,5,1.97,0,0,1,1,10
"1841","Ford Figo Diesel EXI","Jaipur",2010,90000,"Second",200,1399,68,5,1.4,1,0,0,1,14
"1842","Volkswagen Ameo 1.2 MPI Highline","Coimbatore",2018,35569,"First",170,1198,7375,5,7.27,0,0,1,1,6
"1843","Renault Scala Diesel RxL","Kolkata",2013,40000,"First",2164,1461,848,5,4,1,0,0,1,11
"1844","Honda Jazz 1.2 V i VTEC","Kolkata",2015,45000,"First",187,1199,887,5,4.75,0,0,1,1,9
"1845","Hyundai i20 1.2 Sportz","Delhi",2015,42000,"First",170,1197,80,5,5.1,0,0,1,1,9
"1846","Audi A4 3.0 TDI Quattro Premium","Coimbatore",2012,46913,"First",1494,2967,2414,5,16.11,1,0,0,0,12
"1847","Mahindra Ssangyong Rexton RX7","Delhi",2014,62000,"First",1118,2696,184,7,10.55,1,0,0,0,10
"1848","Toyota Fortuner 2.8 2WD AT","Ahmedabad",2017,15000,"First",129,2755,1745,7,30,1,0,0,0,7
"1849","Skoda Octavia Classic 1.9 TDI MT","Kolkata",2002,69000,"First",187,1896,66,5,1.6,1,0,0,1,22
"1850","Mercedes-Benz New C-Class 250 CDI Classic","Hyderabad",2012,41367,"First",158,2148,170,5,18.49,1,0,0,0,12
"1851","Maruti Ciaz 1.4 Zeta","Kochi",2018,15982,"First",2073,1373,911,5,9.96,0,0,1,1,6
"1852","Maruti Swift ZDi","Hyderabad",2013,99595,"Second",229,1248,74,5,4.75,1,0,0,1,11
"1853","Toyota Qualis FS B3","Bangalore",2002,63000,"Third",131,2446,75,10,3.65,1,0,0,1,22
"1854","BMW 5 Series 2007-2010 525d Sedan","Delhi",2012,49000,"Second",1673,2495,218,5,15.5,1,0,0,0,12
"1855","Mitsubishi Pajero 2.8 SFX BSIII Dual Tone","Kochi",2013,48272,"First",105,2835,1169,6,11.82,1,0,0,1,11
"1856","Toyota Corolla H2","Delhi",2008,63000,"First",134,1794,125,5,2.05,0,0,1,1,16
"1857","Maruti Omni E MPI STD BS IV","Mumbai",2013,11734,"First",168,796,342,8,2.25,0,0,1,1,11
"1858","Audi A6 2011-2015 2.0 TDI","Kochi",2014,62012,"First",1768,1968,17433,5,20.12,1,0,0,0,10
"1859","Honda Jazz 1.5 S i DTEC","Coimbatore",2016,45449,"First",273,1498,986,5,7.48,1,0,0,1,8
"1860","Mercedes-Benz E-Class 200 Kompressor Elegance","Mumbai",2004,85000,"Second",105,1796,1577,5,5.5,0,0,1,0,20
"1861","Honda City 1.5 EXI","Jaipur",2005,88000,"Second",130,1493,100,NA,1.7,0,0,1,1,19
"1862","Audi A4 2.0 TDI","Kochi",2013,45330,"First",1655,1968,14751,5,13.19,1,0,0,0,11
"1863","Maruti Swift Dzire VXI","Mumbai",2012,88000,"First",191,1197,858,5,3.85,0,0,1,1,12
"1864","Maruti Dzire VDI","Delhi",2016,45376,"First",284,1248,7375,5,5.75,1,0,0,1,8
"1865","Mahindra XUV500 W8 4WD","Pune",2014,81000,"First",151,2179,140,7,9,1,0,0,1,10
"1866","Chevrolet Beat LT","Kochi",2012,83381,"First",186,1199,794,5,2.21,0,0,1,1,12
"1867","Ford EcoSport 1.5 Diesel Titanium Plus","Kochi",2017,78526,"First",230,1498,9896,5,8.09,1,0,0,1,7
"1868","BMW 5 Series 2013-2017 530d M Sport","Coimbatore",2017,27313,"First",1469,2993,258,5,48.63,1,0,0,0,7
"1869","Audi Q5 30 TDI quattro Premium Plus","Coimbatore",2015,42747,"Second",1416,1968,1743,5,39.47,1,0,0,0,9
"1870","BMW X1 sDrive 20d xLine","Coimbatore",2015,42265,"Second",2068,1995,190,5,22.24,1,0,0,0,9
"1871","Hyundai i10 Magna AT","Mumbai",2009,21000,"First",192,1197,80,5,2.6,0,0,1,0,15
"1872","Hyundai Creta 1.6 CRDi AT SX Plus","Ahmedabad",2016,55100,"First",1701,1582,1262,5,12,1,0,0,0,8
"1873","Audi A4 2.0 TDI 177 Bhp Premium Plus","Chennai",2014,70000,"First",1711,1968,17433,5,18,1,0,0,0,10
"1874","Mercedes-Benz S Class 2005 2013 S 350 L","Mumbai",2007,55000,"Third",1013,3498,3649,5,9.99,0,0,1,0,17
"1875","Hyundai i10 Magna","Kolkata",2012,58235,"First",2036,1197,789,5,2.45,0,0,1,1,12
"1876","Ford EcoSport 1.5 Diesel Titanium","Mumbai",2017,26000,"First",230,1498,9896,5,8.99,1,0,0,1,7
"1877","Volkswagen Vento Diesel Highline","Kolkata",2011,35000,"First",2054,1598,1036,5,3.15,1,0,0,1,13
"1878","Maruti Dzire ZDI Plus","Jaipur",2017,24000,"First",284,1248,7375,5,8.2,1,0,0,1,7
"1879","Mahindra Scorpio 1.99 S10","Ahmedabad",2016,98000,"First",154,1997,120,7,11.5,1,0,0,1,8
"1880","Hyundai i20 Asta 1.4 CRDi","Coimbatore",2016,44487,"First",2254,1396,8873,5,7.3,1,0,0,1,8
"1881","Maruti Alto LXi","Chennai",2008,65000,"First",197,796,463,5,1.59,0,0,1,1,16
"1882","Hyundai i10 Magna","Delhi",2015,34951,"Second",2036,1197,789,5,3.15,0,0,1,1,9
"1883","Mahindra Scorpio S6 7 Seater","Kolkata",2015,52373,"Second",154,2179,120,7,8.5,1,0,0,1,9
"1884","Skoda Fabia 1.2L Diesel Classic","Hyderabad",2010,66285,"First",195,1199,75,5,3,1,0,0,1,14
"1885","BMW X5 xDrive 30d","Mumbai",2012,66000,"First",153,2993,258,5,21,1,0,0,0,12
"1886","Honda Jazz 1.5 S i DTEC","Hyderabad",2016,43000,"First",273,1498,986,5,7.75,1,0,0,1,8
"1887","Mercedes-Benz E-Class 2009-2013 E 220 CDI Avantgarde","Mumbai",2013,45200,"First",100,2148,170,5,23,1,0,0,0,11
"1888","Mahindra XUV500 AT W10 FWD","Mumbai",2016,41000,"First",160,2179,140,7,13.75,1,0,0,0,8
"1889","Honda City i VTEC CVT SV","Kochi",2017,39430,"First",180,1497,1173,5,8.29,0,0,1,0,7
"1890","Maruti Swift VDI","Coimbatore",2014,83274,"First",229,1248,74,5,5.79,1,0,0,1,10
"1891","Mercedes-Benz New C-Class 220 CDI AT","Coimbatore",2017,32324,"First",1484,2143,170,5,30.5,1,0,0,0,7
"1892","Honda City 1.5 S MT","Mumbai",2011,49999,"First",170,1497,118,5,3.8,0,0,1,1,13
"1893","Tata Sumo EX","Bangalore",2014,66000,"First",153,2956,838,7,4.45,1,0,0,1,10
"1894","Hyundai i20 Magna","Delhi",2012,54000,"First",185,1197,8285,5,3.3,0,0,1,1,12
"1895","Fiat Linea 1.3 Dynamic","Jaipur",2009,80000,"Second",204,1248,912,5,1.75,1,0,0,1,15
"1896","Honda Civic 2006-2010 1.8 V AT","Bangalore",2011,72000,"Second",129,1799,130,5,5.5,0,0,1,0,13
"1897","Hyundai Creta 1.6 SX Plus Diesel","Pune",2017,44865,"First",1967,1582,1262,5,13.35,1,0,0,1,7
"1898","Audi A3 35 TDI Technology","Delhi",2017,22000,"Second",2038,1968,143,5,22.5,1,0,0,0,7
"1899","Hyundai Verna VTVT 1.6 SX Option","Delhi",2013,57478,"Second",170,1591,1213,5,5.25,0,0,1,1,11
"1900","Hyundai i20 1.4 CRDi Magna","Hyderabad",2011,75000,"First",219,1396,90,5,3.75,1,0,0,1,13
"1901","Honda Mobilio S i DTEC","Kochi",2015,50624,"First",242,1498,986,7,6.32,1,0,0,1,9
"1902","Hyundai Verna 1.6 SX CRDI (O) AT","Bangalore",2018,75000,"First",2232,1582,12632,5,7.75,1,0,0,0,6
"1903","Ford Fiesta 1.6 ZXI Duratec","Chennai",2006,87000,"Second",153,1596,101,5,1.37,0,0,1,1,18
"1904","Hyundai i10 Sportz 1.2","Mumbai",2010,62000,"First",2036,1197,789,5,2.1,0,0,1,1,14
"1905","Maruti Vitara Brezza ZDi","Hyderabad",2016,41372,"First",243,1248,885,5,9.3,1,0,0,1,8
"1906","Toyota Innova 2.5 VX (Diesel) 7 Seater","Ahmedabad",2015,70000,"First",1299,2494,1006,7,12,1,0,0,1,9
"1907","Mercedes-Benz GLA Class 200 d Sport","Pune",2017,35000,"First",179,2143,136,5,23.5,1,0,0,0,7
"1908","Maruti Alto LXi BSIII","Hyderabad",2006,71993,"First",197,796,463,5,1.8,0,0,1,1,18
"1909","Mercedes-Benz New C-Class C 220 CDI Elegance AT","Chennai",2013,62000,"Second",1484,2143,170,5,12.5,1,0,0,0,11
"1910","Maruti Swift LDI","Delhi",2015,51000,"First",229,1248,74,5,4.74,1,0,0,1,9
"1911","Hyundai Grand i10 Sportz","Kochi",2016,26038,"First",189,1197,82,5,5.43,0,0,1,1,8
"1912","Toyota Fortuner 4x4 AT","Kochi",2018,37713,"Second",1255,2982,1685,7,31.62,1,0,0,0,6
"1913","Toyota Innova 2.0 GX 8 STR","Kolkata",2011,78088,"First",124,1998,132,8,6.3,0,0,1,1,13
"1914","Ford EcoSport 1.5 TDCi Titanium","Kochi",2017,30453,"First",2277,1498,9859,5,8.45,1,0,0,1,7
"1915","Ford Figo 1.2P Titanium MT","Pune",2016,54000,"First",1816,1196,868,5,5,0,0,1,1,8
"1916","Toyota Fortuner 3.0 Diesel","Chennai",2011,190000,"First",115,2982,171,7,13,1,0,0,1,13
"1917","Maruti Swift Dzire VXI","Hyderabad",2012,65097,"First",191,1197,858,5,4.7,0,0,1,1,12
"1918","BMW 7 Series 740Li","Coimbatore",2018,28060,"First",1205,2979,320,5,93.67,0,0,1,0,6
"1919","Skoda Superb 1.8 TSI MT","Pune",2012,282000,"First",1314,1798,160,5,3.3,0,0,1,1,12
"1920","Maruti Wagon R LXI Minor","Jaipur",2009,111000,"Second",189,1061,67,5,1.51,0,0,1,1,15
"1921","Renault Duster 110PS Diesel RxZ","Kochi",2013,63295,"First",1901,1461,10845,5,6.09,1,0,0,1,11
"1922","Maruti Ciaz VXi Plus","Mumbai",2015,35770,"First",2073,1373,911,5,5.95,0,0,1,1,9
"1923","Hyundai Elantra CRDi SX","Hyderabad",2012,125928,"First",227,1582,12624,5,9,1,0,0,1,12
"1924","Skoda Rapid 1.5 TDI AT Elegance","Kolkata",2015,45000,"First",2166,1498,10352,5,4.25,1,0,0,0,9
"1925","Mercedes-Benz New C-Class C 220 CDI Elegance AT","Hyderabad",2013,21000,"First",1484,2143,170,5,23.5,1,0,0,0,11
"1926","Honda Accord 2.4 A/T","Mumbai",2011,54774,"First",117,2354,1776,5,6.35,0,0,1,0,13
"1927","Maruti Celerio VXI","Chennai",2014,41123,"First",231,998,6704,5,3.4,0,0,1,1,10
"1928","BMW 7 Series 740Li","Bangalore",2017,17465,"First",1205,2979,320,5,93,0,0,1,0,7
"1929","BMW 3 Series 320d Sport","Chennai",2014,48000,"First",2269,1995,190,5,21.6,1,0,0,0,10
"1930","Volkswagen Vento Diesel Trendline","Chennai",2011,173000,"First",2054,1598,1036,5,4,1,0,0,1,13
"1931","Maruti Swift Dzire Tour LDI","Pune",2018,12000,"First",234,1248,74,5,5.5,1,0,0,1,6
"1932","Land Rover Freelander 2 SE","Mumbai",2012,34000,"First",1239,2179,14751,5,19.25,1,0,0,0,12
"1933","Hyundai i20 1.4 CRDi Magna","Hyderabad",2012,71360,"First",219,1396,90,5,3.95,1,0,0,1,12
"1934","Maruti Dzire VDI","Mumbai",2012,74000,"Second",284,1248,7375,5,4.25,1,0,0,1,12
"1935","Jeep Compass 2.0 Longitude","Kochi",2018,28937,"First",171,1956,170,5,17.02,1,0,0,1,6
"1936","Maruti Ertiga VDI","Hyderabad",2012,82085,"First",2077,1248,8876,7,6.5,1,0,0,1,12
"1937","Ford Figo Petrol ZXI","Bangalore",2011,68465,"First",156,1196,70,5,2.95,0,0,1,1,13
"1938","Toyota Corolla Altis 1.4 DG","Coimbatore",2013,63854,"First",2143,1364,8679,5,7.12,1,0,0,1,11
"1939","Maruti Vitara Brezza ZDi Plus AMT Dual Tone","Chennai",2018,3000,"First",243,1248,885,5,11.25,1,0,0,0,6
"1940","Honda City 1.5 S MT","Delhi",2009,65055,"First",170,1497,118,5,2.75,0,0,1,1,15
"1941","Mahindra Scorpio S10 4WD","Hyderabad",2015,120000,"First",154,2179,120,7,12,1,0,0,1,9
"1942","Hyundai Xcent 1.2 VTVT SX","Mumbai",2014,64241,"First",2014,1197,8186,5,3.67,0,0,1,1,10
"1943","Mahindra Renault Logan 1.4 GLX Petrol","Pune",2008,2200,"First",157,1390,75,5,2.3,0,0,1,1,16
"1944","Skoda Octavia 1.9 TDI","Pune",2008,88123,"First",187,1896,66,5,2.2,1,0,0,1,16
"1945","Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury","Pune",2014,79000,"First",120,2987,224,7,41,1,0,0,0,10
"1946","BMW X1 sDrive 20d xLine","Bangalore",2016,28143,"First",2068,1995,190,5,28.5,1,0,0,0,8
"1947","Volkswagen Vento 2013-2015 1.6 Comfortline","Mumbai",2015,23001,"First",1504,1598,1032,5,5.49,0,0,1,1,9
"1948","Audi A4 2.0 TDI","Ahmedabad",2013,82002,"Second",1655,1968,14751,5,17.5,1,0,0,0,11
"1949","Ford Ikon 1.4 TDCi DuraTorq","Bangalore",2009,75000,"First",138,1399,68,5,1.99,1,0,0,1,15
"1950","Hyundai Verna 1.6 CRDi EX MT","Kochi",2016,37451,"First",2232,1582,1263,5,6.64,1,0,0,1,8
"1951","Toyota Innova Crysta 2.4 VX MT","Hyderabad",2017,67000,"First",1368,2393,1478,7,16.5,1,0,0,1,7
"1952","Hyundai Grand i10 Asta Option","Pune",2016,25000,"First",189,1197,82,5,5,0,0,1,1,8
"1953","Volkswagen Ameo 1.2 MPI Comfortline","Mumbai",2017,12000,"First",170,1198,7375,5,5.4,0,0,1,1,7
"1954","Renault KWID RXT","Kolkata",2017,25000,"First",2517,799,533,5,2.99,0,0,1,1,7
"1955","Honda City 1.5 S MT","Jaipur",2011,95936,"First",170,1497,118,5,4.1,0,0,1,1,13
"1956","Hyundai Grand i10 1.2 Kappa Magna AT","Kochi",2018,5354,"First",189,1197,8186,5,6.76,0,0,1,0,6
"1957","Volkswagen Polo 1.0 MPI Comfortline","Chennai",2016,42000,"Second",1878,999,75,5,5.5,0,0,1,1,8
"1958","Maruti Swift VDI BSIV","Coimbatore",2014,44282,"First",252,1248,74,5,5.99,1,0,0,1,10
"1959","Nissan Sunny 2011-2014 Diesel XV","Delhi",2012,70000,"First",2164,1461,848,5,2.59,1,0,0,1,12
"1960","Jaguar XF 2.2 Litre Luxury","Mumbai",2013,31400,"First",1636,2179,1877,5,26.75,1,0,0,0,11
"1961","Maruti Ciaz ZDi SHVS","Pune",2016,50000,"First",2809,1248,885,5,8.5,1,0,0,1,8
"1962","Audi Q5 2008-2012 2.0 TDI","Bangalore",2011,53000,"First",128,1968,1676,5,23,1,0,0,0,13
"1963","Ford Figo Petrol ZXI","Pune",2014,21727,"First",156,1196,7002,5,3.35,0,0,1,1,10
"1964","Hyundai Santa Fe 4x4 AT","Bangalore",2012,43000,"Second",1172,2199,1943,7,10.75,1,0,0,0,12
"1965","Mahindra Scorpio VLX 2WD AIRBAG BSIV","Kolkata",2013,75000,"First",1205,2179,120,8,6.29,1,0,0,1,11
"1966","Renault Duster 110PS Diesel RxL","Bangalore",2014,73557,"First",196,1461,10845,5,7.75,1,0,0,1,10
"1967","Audi A4 New 2.0 TDI Multitronic","Delhi",2012,44555,"First",152,1968,1408,5,13.5,1,0,0,0,12
"1968","Maruti Eeco 7 Seater Standard","Coimbatore",2013,54885,"First",151,1196,73,7,3.75,0,0,1,1,11
"1969","Mahindra Xylo E4","Mumbai",2011,76000,"Second",140,2498,112,7,3.75,1,0,0,1,13
"1970","Maruti Wagon R LXI","Jaipur",2006,101000,"Second",189,998,671,5,1.5,0,0,1,1,18
"1971","Maruti Wagon R LXI BSIII","Chennai",2005,66000,"First",140,1061,64,5,1.45,0,0,1,1,19
"1972","Maruti SX4 ZXI MT BSIV","Coimbatore",2013,84360,"First",155,1586,1033,5,4.12,0,0,1,1,11
